tag,des,des_2
DB12821,"Perflubutane has been used in trials studying the diagnostic of Liver Mass, Liver Diseases, Liver Metastasis, Portal Hypertension, and Peripheral Artery Disease. It is a cardiovascular drug designed to enable ultrasound to compete more effectively with nuclear stress testing; currently the leading procedure for detecting coronary heart disease.",
DB12822,"Pancreatic Polypeptide has been investigated for the treatment of Diabetes Mellitus, Type 1.",
DB12823,Tecarfarin has been used in trials studying the prevention of Thrombosis and Thromboembolism.,
DB12824,"Monalizumab has been used in trials studying the treatment of Gynecologic Cancer, Chronic Lymphocytic Leukemia, and Squamous Cell Carcinoma of the Oral Cavity.",
DB12825,"Lefamulin is a pleuromutilin antibiotic used for the treatment of bacterial community-acquired pneumonia. A pleuromotilin is a more recently developed type of antibiotic that is derived from the fungus, Pleurotus mutilus.[A183206] Lefamulin is available in intravenous and oral preparations and was granted FDA approval in August 2019.[L8093]  This drug is the first semi-synthetic pleuromutilin that has been designed for systemic administration. Lefamulin features a novel mechanism of action that shows benefit against resistant bacteria that cause pneumonia.[A183161] The chemical structure of lefamulin contains a tricyclic mutilin core that is necessary for some of its antimicrobial activity.[A183167]","Lefamulin is indicated to treat adults diagnosed with community-acquired bacterial pneumonia (CABP) that is caused by susceptible bacteria. Its use should be reserved for confirmed susceptible organisms or a high probability of infection with susceptible organisms. The list of susceptible bacteria includes Streptococcus pneumoniae, Staphylococcus aureus (methicillin-susceptible), Legionella pneumophila, Haemophilus influenza, Chlamydophila pneumoniae, and Mycoplasma pneumoniae.[L8093]"
DB12826,Depatuxizumab has been used in trials studying the treatment and diagnostic of Adenocarcinoma and Advanced Solid Tumors.,
DB12827,"Indoximod has been used in trials studying the treatment of Glioma, Melanoma, Ependymoma, Gliosarcoma, and Lung Cancer, among others.",
DB12829,Amithiozone has been used in trials studying the treatment of Mycobacterium Avium-intracellulare Infection.,
DB12830,"Cebranopadol has been used in trials studying the treatment of Pain, Neoplasms, and Chronic Pain.",
DB12831,"Gabexate is a synthetic serine protease inhibitor which has been used as an anticoagulant. It also known to decrease production of inflammatory cytokines. Gabexate has been investigated for use in cancer, ischemia-reperfusion injury, and pancreatitis [A19218] [A19219] [A19220].",No approved indication.
DB12832,Prednimustine has been used in trials studying the treatment of Lymphoma.,
DB12833,Tandospirone has been used in trials studying the treatment of Schizophrenia.,
DB12834,"Secnidazole is a second-generation 5-nitroimidazole antimicrobial that is structurally related to other 5-nitroimidazoles including [DB00916] and [DB00911], but displays improved oral absorption and longer terminal elimination half-life than antimicrobial agents in this class [A27210]. Secnidazole is selective against many anaerobic Gram-positive and Gram-negative bacteria and protozoa. In September 2017, FDA granted approval to secnidazole under the market name Solosec as a single-dose oral treatment for bacterial vaginosis, which is a common vaginal infection in women aged 15 to 44 years. The antimicrobial therapy is only intended to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria [FDA Label].",Indicated for the treatment of bacterial vaginosis in adult women . 
DB12835,Olipudase alfa has been used in trials studying the treatment of Sphingomyelin Lipidosis and Human Acid Sphingomyelinase Deficiency.,
DB12836,Grapiprant has been approved in March 2016 by the FDA's Center for Veterinary Medicine as a non-cyclooxygenase inhibiting NSAID for veterinary use.[A39836],"The effect of grapiprant can be explained through the function of prostaglandin E2 (PGE2) which is a key mediator of swelling redness and pain which are classic signs of inflammation. The effect of PGE2 results from its action through four receptor EP1, EP2, EP3 and EP4 from which the EP4 is the primary mediator of PGE2-driven inflammation.[A39817]"
DB12837,"UK-500,001 has been used in trials studying the treatment of Pulmonary Disease, Chronic Obstructive.",
DB12838,Tetrasul has been used in trials studying the treatment of Erythematous (Type One) Rosacea.,
DB12839,"Pegvaliase is a recombinant phenylalanine ammonia lyase (PAL) enzyme derived from _Anabaena variabilis_ that converts phenylalanine to ammonia and _trans_-cinnamic acid [A33284]. Both the U.S. Food and Drug Administration and European Medicines Agency approved pegvaliase-pqpz in May 2018 for the treatment of adult patients with phenylketonuria (PKU). Phenylketonuria is a rare autosomal recessive disorder that is characterized by deficiency of the enzyme phenylalanine hydroxylase (PAH) [A33284] and affects about 1 in 10,000 to 15,000 people in the United States [L2925]. PAH deficiency and inability to break down an amino acid phenylalanine (Phe) leads to elevated blood phenylalanine concentrations and accumulation of neurotoxic Phe in the brain, causing chronic intellectual, neurodevelopmental and psychiatric disabilities if untreated [A33284]. Individuals with PKU also need to be under a strictly restricted diet as Phe is present in foods and products with high-intensity sweeteners [L2925]. The primary goal of lifelong treatment of PKU, as recommended by the American College of Medical Genetics and Genomics (ACMG) guidelines, is to maintain blood Phe concentration in the range of 120 ¦Ìmol/L to 3690 ¦Ìmol/L [A33286]. Pegvaliase-pqpz, or PEGylated pegvaliase, is used as a novel enzyme substitution therapy and is marketed as Palynziq for subcutanoues injection. It is advantageous over currently available management therapies for PKU, such as [DB00360], that are ineffective to many patients due to long-term adherence issues or inadequate Phe-lowering effects [A33284]. The presence of a PEG moiety in pegvaliase-pqpz allows a reduced immune response and improved pharmacodynamic stability [A33284].",Pegvaliase is indicated for the management of phenylketonuria (PKU) in adult patients who have uncontrolled blood phenylalanine concentrations greater than 600 micromol/L on existing management. 
DB12840,Pirnabine has been used in trials studying the treatment of Chronic Idiopathic Constipation.,
DB12841,Glial growth factor 2 has been used in trials studying the treatment of Heart Failure.,
DB12842,"Pegamotecan has been used in trials studying the treatment of Cancer of Stomach, Sarcoma, Soft Tissue, and Gastroesophageal Cancer.",
DB12843,Oleandrin has been used in trials studying the treatment of Lung Cancer and Chemotherapeutic Agent Toxicity.,
DB12844,Rontalizumab has been used in trials studying the treatment of Systemic Lupus Erythematosus.,
DB12845,"Amatuximab has been used in trials studying the treatment and basic science of Mesothelioma, Ovarian Cancer, Ovarian Neoplasms, Pancreatic Cancer, and Mesothelioma, Malignant, among others.",
DB12846,"Reproterol has been used in trials studying the treatment of Asthma, Exercise-Induced.",
DB12847,"Pyroxamide has been used in trials studying the treatment of Leukemia, Lymphoma, Small Intestine Cancer, Precancerous Condition, and Myelodysplastic Syndromes, among others.",
DB12848,PF-04217903 has been used in trials studying the treatment of Neoplasms.,
DB12849,Clazakizumab has been used in trials studying the treatment of Rheumatoid Arthritis.,
DB12850,"Etalocib has been used in trials studying the treatment of Pancreatic Cancer, Carcinoma, Non-Small-Cell Lung, and Unspecified Adult Solid Tumor, Protocol Specific.",
DB12851,"Miravirsen has been investigated for the treatment of Hepatitis C and Hepatitis C, Chronic.",
DB12852,Mk 0752 is under investigation in clinical trial NCT00572182 (MK0752 in Treating Young Patients With Recurrent or Refractory CNS Cancer).,
DB12853,DA-6886 has been used in trials studying the treatment of Irritable Bowel Syndrome.,
DB12854,BMS-908662 has been used in trials studying the treatment of Melanoma and Colorectal Cancer.,
DB12855,Apricitabine has been used in trials studying the treatment of HIV Infections.,
DB12856,Timonacic has been used in trials studying the treatment of HIV Infections.,
DB12857,"LEQ506 has been used in trials studying the treatment of Advanced Solid Tumors, Recurrent or Refractory Medulloblastoma, and Locally Advanced or Metastatic Basal Cell Carcinoma.",
DB12858,Ly377604 has been used in trials studying the treatment of Obesity.,
DB12859,"Tantalum has been investigated for the treatment and prevention of Osteoarthritis, Knee Osteoarthritis, Intraoperative Bleeding, and Adolescent Idiopathic Scoliosis.",
DB12860,"Actinium has been investigated for the treatment of Breast Cancer and Pulmonary Disease, Chronic Obstructive.",
DB12861,"Rimeporide has been used in trials studying the treatment of Muscular Dystrophy, Duchenne.",
DB12862,Glucose Oxidase has been investigated for the treatment of Upper Respiratory Tract Infections.,
DB12863,"Sivelestat has been used in trials studying the treatment of Acute Lung Injury and Respiratory Distress Syndrome, Adult.",
DB12864,Melarsoprol is under investigation in clinical trial NCT00330148 (Randomized Clinical Trial of Three Drug Combinations for Late-Stage Gambiense Human African Trypanosomiasis).,
DB12865,"Etelcalcetide is a calcimimetic drug for the treatment of secondary hyperparathyroidism in patients undergoing hemodialysis. Etelcalcetide was approved (trade name Parsabiv) for the treatment of secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on hemodialysis in February, 2017.",Secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on hemodialysis.
DB12866,Pradigastat has been used in trials studying the treatment of Non-alcoholic Fatty Liver Disease (NAFLD).,
DB12867,"Benperidol has been used in trials studying the treatment of Dementia, Depression, Schizophrenia, Anxiety Disorders, and Psychosomatic Disorders, among others.",
DB12868,"Intoplicine has been used in trials studying the treatment of Unspecified Adult Solid Tumor, Protocol Specific.",
DB12869,Eliprodil has been used in trials studying the treatment of Parkinson Disease and Movement Disorders.,
DB12870,Buthionine Sulfoximine has been used in trials studying the treatment of Neuroblastoma and Melanoma (Skin).,
DB12871,"Burlulipase has been used in trials studying the treatment of Lung Diseases, Cystic Fibrosis, Pancreatic Insufficiency, Digestive System Diseases, and Respiratory Tract Diseases.",
DB12872,"Vonicog Alfa is a recombinant von Willebrand factor manufactured by Baxalta. It was FDA approved in December 2015.[A32230] The gen of von Willebrand factor was first cloned in 1985 by Stuart Orkin and David Ginsburg.[L1849] By the EMA, vonicog alfa is still under clinical analysis.[L1862]","Vonicog alfa is indicated for the on-demand treatment and control of bleeding episodes in adults previously diagnosed with von Willebrand disease.[L1866] Vonicog alfa contains only the vWF and thus, its administration offers the flexibility to administer the coagulation factor VIII if needed. The von Willebrand disease is an inherited disorder characterized by the deficiency or misfunction of the von Willebrand factor (vWF). Due to this deficiency, the blood cannot clot properly and the patients that present this disease are prone to prolonged or excessive bleeding. There are three types of this disease, and type 3 is an autosomal recessive inherited disorder marked by very low or absent levels of vWF.[L1867]"
